ApplicationDate,Age,AnnualIncome,CreditScore,EmploymentStatus,EducationLevel,Experience,LoanAmount,LoanDuration,MaritalStatus,NumberOfDependents,HomeOwnershipStatus,MonthlyDebtPayments,CreditCardUtilizationRate,NumberOfOpenCreditLines,NumberOfCreditInquiries,DebtToIncomeRatio,BankruptcyHistory,LoanPurpose,PreviousLoanDefaults,PaymentHistory,LengthOfCreditHistory,SavingsAccountBalance,CheckingAccountBalance,TotalAssets,TotalLiabilities,MonthlyIncome,UtilityBillsPaymentHistory,JobTenure,NetWorth,BaseInterestRate,InterestRate,MonthlyLoanPayment,TotalDebtToIncomeRatio,LoanApproved,RiskScore
10/14/2013,65,109912,506,Employed,Bachelor,41,15320,60,Married,2,Rent,854,0.444676047,3,0,0.258639045,0,Debt Consolidation,0,18,22,1488,1309,594781,2338,9159.333333,0.891410268,3,592443,0.26732,0.25995795,458.6498523,0.143312816,1,35.2
10/15/2013,32,24884,517,Employed,Bachelor,14,26957,108,Divorced,2,Mortgage,654,0.098970919,3,0,0.171533143,1,Auto,0,25,23,2726,6377,88143,54628,2073.666667,0.560764324,7,33515,0.313457,0.318275478,759.9543814,0.681861943,0,63
10/16/2013,48,77262,519,Employed,Associate,27,48008,60,Widowed,2,Mortgage,173,0.401138987,3,0,0.156382919,0,Debt Consolidation,0,30,11,34192,372,104373,11522,6438.5,0.946882124,7,92851,0.293508,0.261743942,1442.34275,0.250888056,0,49
10/17/2013,43,30563,544,Employed,Bachelor,22,37921,108,Single,3,Rent,516,0.461655775,3,2,0.197003039,0,Home,0,25,21,4174,961,23960,16242,2546.916667,0.959894899,7,7718,0.310921,0.301651434,1023.314047,0.604383358,0,52
10/18/2013,55,90329,589,Employed,Bachelor,35,41733,48,Married,0,Mortgage,772,0.309838779,0,0,0.40158305,1,Education,0,26,3,2752,1082,52518,28347,7527.416667,0.750508126,6,24171,0.242233,0.277366804,1448.203512,0.294948933,0,70
10/19/2013,58,60999,602,Self-Employed,Bachelor,36,8761,48,Single,3,Rent,258,0.585396825,2,1,0.431966345,1,Home,0,30,20,20212,384,105625,16372,5083.25,0.782847336,7,89253,0.202761,0.209455844,271.0341003,0.104073988,0,67
10/20/2013,40,116075,584,Employed,Bachelor,17,8244,48,Single,3,Mortgage,201,0.221979518,6,2,0.262826883,0,Auto,1,19,10,725,1784,51032,20689,9672.916667,0.734674976,7,30343,0.211244,0.226153746,262.498101,0.047917099,1,45.6
10/21/2013,30,68361,423,Employed,High School,6,17286,96,Married,1,Rent,650,0.121432025,1,0,0.702684782,0,Education,0,11,24,2113,1324,25304,170789,5696.75,0.513666146,3,6451,0.340786,0.404601024,608.026181,0.220832261,0,57
10/22/2013,45,141830,595,Employed,Bachelor,22,27925,48,Single,1,Mortgage,389,0.277676084,1,0,0.536507858,0,Debt Consolidation,0,19,24,11087,307,94072,22193,11819.16667,0.910672569,5,71879,0.225425,0.211452272,866.8998102,0.106259591,1,43.2
10/23/2013,31,119201,549,Employed,Master,10,18263,120,Married,4,Own,469,0.231561752,3,1,0.265601779,0,Debt Consolidation,0,23,17,1677,975,101905,6307,9933.416667,0.982608938,5,95598,0.298763,0.290210697,468.2927925,0.094357543,1,39.2
10/24/2013,64,61491,622,Unemployed,High School,41,19932,48,Married,3,Other,405,0.278916134,1,2,0.054646666,0,Debt Consolidation,0,20,22,4058,207,190855,11385,5124.25,0.885255901,7,179470,0.203932,0.211279477,618.5807455,0.199752304,0,46
10/25/2013,41,23788,576,Employed,Associate,18,10510,36,Married,5,Mortgage,560,0.302645929,3,0,0.326567929,0,Debt Consolidation,0,24,27,13375,6010,28784,9840,1982.333333,0.798171768,6,18944,0.20751,0.191208541,385.8972703,0.47716358,0,56
10/26/2013,35,32419,603,Employed,Master,11,16259,24,Married,2,Mortgage,478,0.056371909,0,0,0.215205616,0,Education,0,28,14,1130,1158,50503,11288,2701.583333,0.763426547,4,39215,0.189759,0.21652506,840.6994301,0.488120953,0,49
10/27/2013,42,15000,523,Employed,Associate,18,14124,36,Divorced,0,Rent,397,0.29288406,6,1,0.394285201,0,Home,0,20,25,817,326,173319,35571,1250,0.895308875,6,137748,0.237624,0.232868346,548.8498751,0.7566799,0,52
10/28/2013,23,18588,490,Employed,Associate,0,14352,12,Divorced,0,Mortgage,507,0.066359761,2,0,0.436755029,0,Home,0,26,20,3097,514,62922,6940,1549,0.667627524,6,55982,0.234352,0.243162739,1359.316975,1.204852792,0,55
10/29/2013,28,86694,594,Employed,Doctorate,7,15245,60,Married,3,Mortgage,575,0.073765797,2,0,0.444108037,0,Education,0,20,20,1863,285,38492,16083,4296.583333,0.958655632,3,22409,0.223245,0.195605031,400.1802612,0.226966449,0,54
10/30/2013,54,34983,603,Employed,High School,33,12731,48,Single,2,Rent,452,0.456035974,2,0,0.114025172,0,Debt Consolidation,0,25,10,1725,1499,78579,52155,2915.25,0.811008948,8,26424,0.206231,0.189773467,380.5062368,0.285569415,0,49
10/31/2013,32,41757,567,Employed,High School,11,6645,60,Married,0,Own,296,0.320010661,1,5,0.34920586,0,Debt Consolidation,0,28,8,2111,2327,36662,43082,3479.75,0.663890322,3,4570,0.228145,0.231604813,187.9388754,0.139072886,0,56
11/1/2013,27,77235,459,Employed,Master,5,44613,72,Married,0,Own,424,0.141573037,2,1,0.3064949,0,Other,0,28,27,2580,481,21409,62086,6436.25,0.759418437,4,9792,0.330113,0.336608506,1449.154164,0.291031915,0,53
11/2/2013,46,37207,615,Employed,Master,23,20777,96,Single,0,Rent,489,0.056414807,3,0,0.541744429,0,Auto,0,24,16,5765,5972,86606,20449,3100.583333,0.760551642,7,66157,0.248277,0.244011901,494.0111331,0.317040707,0,53
11/3/2013,54,27152,627,Unemployed,Associate,30,15621,24,Married,0,Mortgage,440,0.268182595,3,2,0.299818055,0,Auto,0,25,29,7718,985,32835,25991,2262.666667,0.639351366,4,6844,0.177121,0.19656552,792.4248869,0.544678058,0,54
11/4/2013,48,36095,529,Employed,Bachelor,26,20502,36,Single,3,Mortgage,561,0.426043957,5,1,0.418262714,0,Debt Consolidation,0,36,10,1787,747,165276,85249,3007.916667,0.787492791,2,80027,0.241002,0.220756569,783.7833396,0.447081315,0,56
11/5/2013,51,38049,632,Employed,Master,28,26016,48,Married,3,Rent,555,0.292093871,1,2,0.25685368,0,Debt Consolidation,0,26,16,4414,113,36506,15665,3170.75,0.485614732,5,20841,0.205016,0.16409535,742.7688525,0.409293969,0,50
11/6/2013,30,44068,573,Employed,Bachelor,7,23311,24,Divorced,3,Rent,441,0.329316375,1,1,0.183924623,0,Debt Consolidation,0,22,24,17425,6040,60671,92144,3672.333333,0.577905403,2,5194,0.211811,0.207872141,1195.415948,0.445606594,0,51
11/7/2013,22,81763,579,Self-Employed,High School,1,15252,24,Widowed,0,Rent,343,0.222335917,4,1,0.465799196,0,Auto,0,24,26,4566,723,106245,165015,6813.583333,0.840328041,3,5571,0.200752,0.161691235,748.0184439,0.160124033,1,46.4
11/8/2013,58,42653,615,Employed,High School,37,36195,60,Divorced,0,Own,488,0.230284758,1,0,0.232014214,0,Education,0,23,7,3546,214,3760,7050,3554.416667,0.955348992,1,2112,0.233695,0.265272194,1095.021197,0.445367368,0,51
11/9/2013,36,136247,628,Unemployed,Associate,17,16362,60,Single,0,Own,158,0.003081659,1,3,0.280866038,1,Auto,0,28,15,2597,3166,25986,11588,11353.91667,0.973469382,6,14398,0.207362,0.201481121,434.8424504,0.052214797,1,48.8
11/10/2013,36,118115,619,Employed,Master,15,19607,72,Single,0,Own,852,0.266060428,10,0,0.369263633,0,Education,0,27,26,3814,951,18428,52933,9842.916667,0.835491653,4,5246,0.225107,0.236102032,511.5605091,0.13853216,1,40
11/11/2013,55,45920,671,Employed,Master,32,52143,96,Single,0,Mortgage,1140,0.533840743,2,1,0.185526662,0,Home,0,17,20,1547,1317,55321,53994,3826.666667,0.434758918,2,1327,0.251643,0.258822384,1291.095657,0.635303743,0,46
11/12/2013,46,31873,655,Employed,Doctorate,25,61696,48,Married,5,Mortgage,446,0.176452267,7,0,0.444348998,0,Debt Consolidation,0,25,27,721,3442,10410,16287,2656.083333,0.761169317,3,5861,0.229196,0.1833568,1823.159845,0.854325546,0,50
11/13/2013,45,61500,626,Employed,Master,23,39099,120,Single,3,Other,396,0.217992471,4,1,0.198228534,0,Debt Consolidation,0,31,4,4534,679,40954,126535,5125,0.922015159,4,7849,0.281099,0.268730914,941.6107437,0.260997218,0,50
11/14/2013,65,122216,611,Employed,Bachelor,42,15766,12,Divorced,0,Mortgage,458,0.155923638,5,0,0.063313188,0,Education,0,17,21,1725,801,36637,26630,10184.66667,0.619859396,4,10007,0.175266,0.158570974,1429.396756,0.185317479,1,35.2
11/15/2013,32,29381,541,Employed,Associate,8,17807,84,Single,0,Rent,631,0.249411423,1,2,0.288273548,0,Auto,0,23,10,405,2775,50938,10867,2448.416667,0.957506566,9,40071,0.272307,0.270833206,474.7110374,0.451602479,0,54
11/16/2013,51,83320,569,Employed,Bachelor,31,14917,36,Married,0,Mortgage,784,0.150240731,3,1,0.43222462,0,Home,0,26,2,2874,2740,151461,66162,6943.333333,0.819012523,3,85299,0.215417,0.219937727,569.6389347,0.194955199,1,44.8
11/17/2013,40,84923,498,Employed,Bachelor,16,19559,96,Divorced,3,Own,638,0.430000708,11,0,0.342590229,0,Home,0,26,20,648,1085,62255,24312,7076.916667,0.732966489,3,37943,0.305559,0.346814949,604.5007977,0.175570924,0,54
11/18/2013,43,36561,612,Employed,Bachelor,18,28768,36,Divorced,2,Other,883,0.392716031,1,3,0.713951033,0,Debt Consolidation,0,15,26,1297,550,51795,77833,3046.75,0.832795077,4,4983,0.207768,0.188618736,1052.512416,0.635271163,0,56
11/19/2013,58,31875,640,Employed,High School,38,8605,60,Married,2,Mortgage,596,0.372561203,3,1,0.379893209,0,Education,0,31,16,1449,320,5052,12445,2656.25,0.7245842,0,5149,0.193605,0.232326,243.730337,0.316133774,0,52
11/20/2013,46,93564,539,Employed,Master,25,13131,48,Married,4,Own,1170,0.285576306,0,1,0.105111584,0,Home,0,24,27,28699,998,262881,20311,7797,0.650054533,4,242570,0.238631,0.228971012,420.1279347,0.203940995,1,36
11/21/2013,46,62388,592,Employed,Associate,21,23264,48,Married,0,Rent,586,0.104697296,1,1,0.275368537,0,Auto,0,32,26,13090,5220,847402,42053,5199,0.611176525,4,805349,0.222264,0.240970052,759.6972412,0.258837707,1,34.4
11/22/2013,52,32471,616,Self-Employed,Associate,30,20992,24,Married,0,Other,368,0.299336224,2,2,0.393975643,0,Auto,0,26,8,9868,143,295319,293211,2705.916667,0.824118954,5,2108,0.187992,0.185463447,1053.556634,0.525351224,0,56
11/23/2013,35,38685,559,Employed,Bachelor,17,17604,60,Married,0,Mortgage,170,0.418249426,1,3,0.477603976,0,Home,0,28,12,5490,164,35842,12576,3223.75,0.82580989,3,23266,0.243104,0.25452249,521.3785762,0.214464079,0,58
11/24/2013,29,44930,585,Employed,Bachelor,9,10955,36,Married,0,Rent,384,0.039707257,5,1,0.091380186,0,Home,0,27,12,1348,5131,65354,15678,3744.166667,0.636134433,5,49676,0.203455,0.172051605,391.6951073,0.2071743,0,50
11/25/2013,27,15000,538,Employed,High School,5,16350,48,Married,2,Rent,439,0.067141275,3,2,0.438442506,0,Education,0,19,25,6017,588,298256,5956,1250,0.727189935,6,292300,0.24235,0.212471206,508.4648305,0.757971864,0,51
11/26/2013,18,88845,514,Employed,Master,0,17288,24,Married,0,Mortgage,547,0.55492213,1,0,0.056040872,0,Other,0,25,8,21202,136,21338,3467,7403.75,0.866577046,4,17871,0.235288,0.225102508,901.2316639,0.195607856,1,40.8
11/27/2013,64,44752,601,Employed,High School,42,11322,60,Single,1,Other,352,0.425104664,5,0,0.429568746,0,Home,0,33,23,2552,2598,352959,21101,3729.333333,0.87073562,8,331858,0.215822,0.214502443,309.1726682,0.177289775,1,39.2
11/28/2013,26,15000,462,Employed,High School,3,14505,36,Single,2,Other,400,0.254078846,5,0,0.421441373,0,Debt Consolidation,0,19,1,31648,2299,62185,24905,1250,0.790165526,3,37280,0.268505,0.261066475,585.2398073,0.788191846,0,62
11/29/2013,37,50497,603,Employed,Associate,12,19985,60,Married,2,Other,153,0.454506121,5,2,0.458699329,0,Debt Consolidation,0,18,28,2880,616,159682,46615,4208.083333,0.653414471,2,113067,0.223485,0.178799637,506.1835395,0.156646979,1,40
11/30/2013,36,31270,565,Employed,Bachelor,14,27896,96,Married,0,Mortgage,793,0.545659205,4,2,0.238269178,0,Auto,0,21,10,10211,1548,71428,13454,2605.833333,0.81306389,3,57974,0.280396,0.290795117,751.4446582,0.592687429,0,52
12/1/2013,43,170204,598,Employed,Doctorate,18,34801,96,Married,1,Mortgage,780,0.066769668,3,2,0.365909298,0,Other,0,21,8,3459,2580,238761,8326,14183.66667,0.699196268,6,230435,0.270801,0.26385879,873.465441,0.116575317,1,38.4
12/2/2013,49,39958,538,Employed,Master,24,13047,36,Divorced,1,Rent,604,0.395433326,3,2,0.130808214,0,Home,1,25,19,444,366,147616,8371,3329.833333,0.830623006,3,139245,0.229047,0.250010402,518.7536265,0.337180127,0,53
12/3/2013,50,26602,631,Employed,Master,25,18489,24,Divorced,3,Mortgage,511,0.600028205,3,0,0.145399486,0,Home,1,25,25,3203,1078,38818,17711,2216.833333,0.930184817,6,21107,0.177989,0.208376882,948.595933,0.658414826,0,57
12/4/2013,33,60702,579,Employed,High School,10,19478,12,Single,1,Rent,482,0.294051035,3,2,0.491464309,0,Auto,0,25,21,11964,674,80767,109117,5058.5,0.946815897,6,5010,0.194978,0.1559824,1763.554594,0.443917089,1,44.8
12/5/2013,37,30365,631,Employed,High School,18,19951,72,Married,0,Mortgage,416,0.011453439,5,0,0.0831132,0,Auto,1,26,23,3254,260,58347,5146,2530.416667,0.830136068,3,53201,0.219451,0.20836777,487.6090529,0.357098918,0,51
12/6/2013,43,32819,601,Employed,Bachelor,20,19274,36,Married,2,Rent,863,0.437107603,3,0,0.318488417,0,Debt Consolidation,0,25,13,1593,808,39448,8094,2734.916667,0.835400268,4,31354,0.203774,0.219024408,735.1103853,0.584336044,0,53
12/7/2013,37,55203,570,Employed,High School,12,12265,36,Divorced,0,Mortgage,313,0.513725315,1,0,0.372216042,0,Home,0,22,11,10337,338,102307,38380,4600.25,0.796313785,5,63927,0.212265,0.23183047,475.9456665,0.171500607,0,53
12/8/2013,59,29426,580,Employed,Master,37,27930,36,Divorced,1,Own,176,0.045208404,2,1,0.363444316,0,Home,0,30,28,4839,950,38235,30555,2452.166667,0.919004145,2,7680,0.22293,0.223972033,1072.407111,0.509103695,0,55
12/9/2013,45,19517,562,Employed,Bachelor,19,18825,72,Married,1,Other,484,0.567405597,2,1,0.169765833,0,Home,0,22,3,1798,664,196855,59878,1626.416667,0.76814918,4,136977,0.252825,0.230476523,484.7762437,0.595650711,0,52
12/10/2013,48,183550,662,Self-Employed,Doctorate,24,22392,120,Single,0,Rent,671,0.205105311,6,0,0.467136989,0,Home,0,26,28,5986,965,41168,17679,15295.83333,0.976039442,7,23489,0.246392,0.257813523,521.7883042,0.077981257,1,40.8
12/11/2013,47,59895,595,Employed,High School,23,22919,72,Married,4,Rent,419,0.164721403,3,1,0.1262981,0,Education,0,23,18,1412,3735,19982,21061,4991.25,0.847035802,10,9150,0.240419,0.208995998,560.9913407,0.196341866,0,49
12/12/2013,54,43019,524,Employed,Associate,29,16265,72,Single,1,Mortgage,752,0.1330884,5,1,0.2805166,0,Home,0,18,10,9838,2641,57906,11195,3584.916667,0.706456639,3,46711,0.269265,0.278816122,467.3251167,0.340126488,0,52
12/13/2013,42,51208,604,Employed,Bachelor,19,32282,60,Married,0,Mortgage,957,0.03983981,1,0,0.074112286,0,Home,0,16,20,4064,1264,109510,7204,4267.333333,0.759780759,5,102306,0.235282,0.237729533,924.4380204,0.440893146,0,42
12/14/2013,24,48586,543,Employed,High School,6,17576,48,Single,2,Other,476,0.175183755,4,1,0.598491751,0,Debt Consolidation,0,24,5,519,519,84464,331458,4048.833333,0.664053651,5,3111,0.241076,0.257672013,590.3156904,0.263363691,0,60
12/15/2013,44,86109,551,Employed,Bachelor,22,23963,60,Widowed,1,Mortgage,1109,0.308185947,2,0,0.036841325,0,Auto,0,30,18,848,747,98618,25010,7175.75,0.938695035,6,73608,0.253463,0.240697526,690.3372986,0.250752507,1,37.6
12/16/2013,32,22778,565,Employed,Associate,7,23099,12,Married,1,Mortgage,140,0.307540476,2,4,0.184588156,0,Home,0,16,23,5226,893,40545,55728,1898.166667,0.727625345,3,3321,0.205599,0.228084065,2170.93367,1.217455617,0,52
12/17/2013,33,54916,542,Employed,Associate,12,25050,24,Married,1,Other,260,0.37585138,6,0,0.589427109,0,Debt Consolidation,0,18,23,331,1888,51898,227164,4576.333333,0.824551871,7,9737,0.22905,0.255185528,1343.482842,0.350385937,0,58
12/18/2013,47,63406,566,Employed,Associate,25,37711,60,Widowed,2,Other,666,0.20690267,4,0,0.036350178,1,Home,0,21,10,884,1133,101637,2812,3260.166667,0.732579736,3,98825,0.259711,0.292266306,1202.226059,0.573046181,0,60
12/19/2013,54,36305,588,Employed,High School,34,15356,36,Widowed,0,Rent,580,0.707226802,2,1,0.07579956,1,Home,0,16,22,3658,151,70226,22420,3025.416667,0.773812741,7,47806,0.206356,0.182072186,556.7537622,0.375734614,0,65
12/20/2013,40,54576,607,Employed,Bachelor,14,21909,48,Married,1,Rent,306,0.357617033,2,0,0.033444317,0,Debt Consolidation,1,22,27,1491,7643,53648,15283,4548,0.938819759,7,38365,0.213409,0.220496439,690.8572737,0.219185856,0,53
12/21/2013,43,47859,459,Employed,Associate,17,21571,72,Married,3,Mortgage,385,0.08325538,1,1,0.451930868,0,Debt Consolidation,0,25,27,390,6147,17717,78214,3988.25,0.737980745,3,9747,0.307071,0.312926856,667.0273855,0.263781705,0,56
12/22/2013,60,70716,605,Employed,High School,39,19031,60,Married,0,Other,1270,0.177690102,1,0,0.465050967,0,Home,0,39,2,4192,1404,401288,5011,5893,0.938820152,7,396277,0.221531,0.200538327,504.7753122,0.301166691,1,40
12/23/2013,42,72728,483,Employed,Associate,19,28118,72,Divorced,1,Mortgage,790,0.146193551,2,0,0.13983883,0,Home,0,25,26,2308,228,143852,33167,6060.666667,0.841099869,1,110685,0.301618,0.291536927,830.6254641,0.267400528,0,45
12/24/2013,71,21188,637,Employed,High School,50,12304,48,Married,4,Mortgage,132,0.384075613,1,0,0.080331358,0,Education,1,17,4,2594,1128,26341,58348,1765.666667,0.663029933,3,7985,0.188804,0.160180219,348.812391,0.272312096,0,58
12/25/2013,46,21360,615,Self-Employed,Associate,22,44308,36,Single,3,Own,341,0.17769683,4,0,0.339325902,0,Auto,1,19,13,1274,532,150141,85359,1780,0.81204105,5,64782,0.221808,0.185175101,1613.366532,1.097958726,0,59
12/26/2013,18,28621,516,Employed,High School,0,45362,36,Single,2,Mortgage,394,0.482354042,4,4,0.469088061,0,Debt Consolidation,0,20,2,1584,691,96238,8595,2385.083333,0.907961791,11,87643,0.272362,0.298890459,1922.932733,0.971426323,0,61
12/27/2013,49,134288,534,Employed,Bachelor,25,16055,24,Married,2,Own,652,0.453746374,5,0,0.273456988,0,Home,0,17,24,4442,922,13602,20378,11190.66667,0.901482842,5,4289,0.224055,0.24211712,850.5429006,0.134267506,1,40.8
12/28/2013,44,34825,628,Employed,Bachelor,21,20971,12,Married,1,Rent,528,0.162425378,0,1,0.270572124,0,Debt Consolidation,1,18,18,6635,828,30805,16079,2902.083333,0.763329655,5,14726,0.171971,0.182946679,1925.563253,0.845448931,0,55
12/29/2013,55,44177,617,Employed,Bachelor,27,8990,24,Single,5,Own,725,0.245402489,3,2,0.175236597,0,Other,0,26,7,1383,2976,4359,7894,3681.416667,0.777544224,8,7539,0.17549,0.186582854,451.6823277,0.319627587,0,49
12/30/2013,48,42765,602,Employed,Master,28,15883,36,Married,0,Own,484,0.23997224,3,1,0.3998191,0,Education,0,27,24,2309,802,40634,36744,3563.75,0.861620712,5,3890,0.199883,0.21424442,601.8599707,0.304695888,0,52
12/31/2013,38,36130,533,Employed,Associate,19,69929,36,Single,2,Other,463,0.20392121,5,1,0.411790741,0,Home,0,23,18,3604,1329,65341,13120,3010.833333,0.610478337,4,52221,0.288429,0.299817543,2967.897517,1.139517581,0,55
1/1/2014,25,57249,478,Self-Employed,Bachelor,3,29736,48,Divorced,0,Rent,564,0.402523609,3,1,0.205610533,0,Auto,0,36,7,3332,6954,48853,10721,4770.75,0.823871604,7,38132,0.285736,0.282264849,1040.220693,0.336261739,0,57
1/2/2014,37,115158,643,Employed,Master,18,31009,60,Married,0,Mortgage,310,0.166204824,1,1,0.31810324,0,Debt Consolidation,0,19,5,2531,1781,4312,59546,9596.5,0.936708863,5,8520,0.214509,0.201145534,823.5265802,0.11811875,1,40.8
1/3/2014,29,54687,501,Employed,Associate,9,17196,72,Married,2,Own,510,0.277369024,2,1,0.352559424,0,Education,0,17,21,3389,2238,42578,122416,4557.25,0.854029278,5,7513,0.281696,0.2253568,437.5534884,0.207922209,0,54
1/4/2014,33,34610,546,Employed,Bachelor,13,20930,36,Married,3,Mortgage,944,0.491162742,4,0,0.242314678,0,Education,0,15,20,2179,2702,35237,7130,2884.166667,0.856285905,4,28107,0.23293,0.197792261,775.4813806,0.596179618,0,54
1/5/2014,47,274769,627,Self-Employed,Associate,26,21377,72,Single,0,Mortgage,156,0.354666712,2,1,0.444924231,0,Home,0,31,21,19005,1078,20083,82296,22897.41667,0.803022708,2,5701,0.222877,0.21265144,527.836447,0.029865223,1,43.2
1/6/2014,60,62113,531,Employed,Associate,39,10931,24,Married,1,Rent,505,0.027674046,3,0,0.289980586,0,Debt Consolidation,0,40,24,634,714,56423,24257,5176.083333,0.922229288,4,32166,0.220431,0.206410019,559.77094,0.205709775,1,40.8
1/7/2014,44,33098,477,Employed,Bachelor,20,23372,120,Divorced,0,Own,131,0.24727355,2,3,0.304887678,0,Debt Consolidation,0,18,5,846,1493,36867,70329,2758.166667,0.885733367,7,6848,0.339872,0.347229009,699.0866449,0.300955941,0,57
1/8/2014,25,84780,584,Employed,High School,4,32054,36,Single,3,Rent,597,0.081148013,2,1,0.300843847,0,Home,0,29,24,6952,1582,322781,22194,7065,0.722563737,3,300587,0.225054,0.2700648,1308.722881,0.269741384,0,46
1/9/2014,45,36459,638,Employed,Associate,23,53260,72,Married,1,Mortgage,445,0.311129532,3,1,0.248448839,0,Education,0,27,25,4424,295,51266,52344,3038.25,0.578541237,7,4906,0.24926,0.230457101,1371.474795,0.597868772,0,50
1/10/2014,54,117057,634,Employed,High School,30,24830,36,Single,1,Own,644,0.461040999,0,0,0.37862617,0,Home,0,15,4,351,2800,37437,56184,9754.75,0.835431925,10,8844,0.19283,0.20774227,932.5960872,0.161623423,0,54
1/11/2014,32,21895,580,Employed,Associate,11,20590,108,Married,3,Own,272,0.293729911,3,1,0.196651702,1,Home,0,19,26,905,725,107782,34584,1824.583333,0.876436749,6,73198,0.27559,0.269947784,509.2646019,0.428187953,0,62
1/12/2014,38,94281,595,Employed,High School,16,20611,72,Divorced,2,Rent,323,0.120319729,7,2,0.255228732,0,Debt Consolidation,0,21,28,2410,1039,111365,142106,7856.75,0.825722139,6,5799,0.238111,0.250497414,555.8314201,0.111856864,0,50
1/13/2014,40,65314,562,Employed,Bachelor,17,26482,48,Married,4,Own,686,0.121230386,1,3,0.556206786,0,Education,1,20,7,4595,2953,43875,50426,5442.833333,0.839221572,4,9705,0.240482,0.241841167,866.0595234,0.28515654,0,64
1/14/2014,30,105578,514,Employed,Bachelor,11,32356,48,Married,4,Mortgage,754,0.52465296,4,0,0.410908064,0,Debt Consolidation,0,25,21,2799,191,28383,3551,8798.166667,0.509345985,6,24832,0.270356,0.317415455,1198.010757,0.221865626,0,56
1/15/2014,47,200144,606,Employed,Bachelor,29,37549,12,Single,1,Own,240,0.305821624,5,0,0.345058031,1,Home,0,24,16,9963,715,211649,33761,16678.66667,0.849830012,8,177888,0.199549,0.198507108,3475.650765,0.222778645,1,45.6
